jamb_score,study_hours_per_week,attendance_rate,teacher_quality,distance_to_school,school_type,school_location,extra_tutorials,access_to_learning_materials,parent_involvement,it_knowledge,age,gender,socioeconomic_status,parent_education_level,assignments_completed
193,7,94,4,9.1,Private,Rural,No,Yes,Low,Medium,18,Female,High,Primary,1
170,14,93,2,15.6,Public,Rural,No,Yes,High,Medium,19,Female,Medium,Tertiary,3
118,22,79,1,7.8,Private,Urban,Yes,No,Low,Medium,17,Female,High,Secondary,2
126,11,67,2,13.9,Public,Urban,No,Yes,High,Medium,16,Female,Medium,Secondary,1
147,10,85,2,10.7,Private,Urban,Yes,Yes,Medium,High,17,Male,Medium,Secondary,1
168,28,75,2,8.5,Public,Rural,Yes,Yes,Medium,Low,21,Male,Low,Primary,3
202,10,72,2,19.6,Public,Rural,Yes,No,Low,Low,16,Male,Low,Primary,1
222,21,75,4,17.7,Public,Rural,Yes,Yes,Medium,Low,15,Female,Low,Tertiary,1
108,17,83,1,6.0,Public,Rural,Yes,Yes,Medium,Medium,21,Female,High,Unknown,1
192,16,98,4,13.2,Public,Urban,No,No,Medium,High,17,Female,Low,Primary,1
225,31,88,4,12.6,Private,Urban,Yes,Yes,Low,Medium,17,Male,Medium,Primary,3
270,22,92,3,8.1,Public,Urban,No,Yes,Medium,Medium,22,Female,Medium,Primary,2
137,29,93,3,12.4,Public,Urban,No,Yes,Low,Low,15,Female,Medium,Tertiary,4
187,20,70,3,7.7,Public,Urban,Yes,No,Low,Low,22,Male,Low,Primary,2
113,21,85,3,10.9,Private,Urban,Yes,Yes,Low,Medium,19,Male,Low,Primary,2
209,29,86,3,8.6,Public,Urban,Yes,Yes,High,Medium,20,Male,Medium,Tertiary,3
133,10,87,1,14.0,Private,Urban,Yes,No,Medium,High,17,Female,Low,Primary,1
216,4,82,3,8.5,Public,Rural,No,Yes,High,Medium,18,Male,Low,Unknown,1
230,27,80,4,3.7,Public,Rural,Yes,Yes,Medium,Medium,20,Male,Low,Unknown,2
111,15,82,2,13.6,Public,Urban,No,No,Medium,High,15,Female,Low,Primary,1
241,30,100,3,4.6,Private,Urban,Yes,Yes,Medium,Low,19,Male,High,Tertiary,1
241,23,97,2,9.5,Public,Urban,Yes,No,Medium,Low,20,Male,Medium,Primary,1
103,10,75,1,7.0,Public,Urban,No,No,Medium,Medium,15,Male,Medium,Secondary,1
118,33,68,1,9.9,Public,Rural,Yes,No,Medium,Medium,21,Male,Medium,Secondary,4
180,7,69,1,10.1,Public,Urban,Yes,No,Low,Medium,15,Male,Low,Unknown,1
105,20,92,3,8.9,Private,Urban,Yes,Yes,Low,Low,19,Male,Medium,Unknown,1
210,17,77,1,3.4,Public,Rural,Yes,Yes,Low,High,20,Female,Low,Unknown,1
111,11,77,1,9.5,Public,Rural,Yes,Yes,Low,Medium,19,Female,Medium,Primary,1
107,11,93,1,8.3,Public,Urban,No,Yes,Medium,Low,19,Male,Medium,Primary,1
235,17,73,3,11.2,Public,Rural,Yes,No,Medium,Low,20,Female,High,Secondary,1
219,28,100,1,1.5,Public,Rural,Yes,Yes,Medium,High,21,Female,Low,Primary,3
235,37,86,3,6.1,Public,Rural,Yes,Yes,Low,Medium,20,Female,High,Tertiary,3
211,27,76,2,9.2,Private,Urban,No,No,Medium,Medium,21,Female,Low,Unknown,3
153,19,81,3,10.8,Private,Urban,No,No,Low,Low,21,Male,Medium,Secondary,2
185,12,78,2,4.9,Public,Urban,No,No,Low,Low,18,Female,Low,Secondary,2
149,22,87,2,13.4,Public,Rural,No,Yes,Medium,Medium,16,Male,Low,Unknown,3
219,40,81,3,18.6,Public,Urban,No,No,Medium,Medium,20,Female,Low,Unknown,4
106,10,62,2,10.4,Private,Rural,Yes,Yes,Medium,Low,20,Female,Low,Unknown,1
125,12,79,2,4.4,Public,Rural,Yes,Yes,Low,High,15,Female,Low,Primary,1
160,13,71,2,2.0,Private,Rural,Yes,No,High,Low,21,Male,Low,Primary,1
143,13,84,3,10.9,Public,Rural,Yes,Yes,High,Medium,21,Female,High,Secondary,1
161,0,72,3,9.9,Public,Rural,No,Yes,Medium,Low,17,Male,Low,Unknown,1
266,31,85,2,6.3,Public,Rural,Yes,Yes,High,High,16,Male,Low,Primary,3
137,9,84,3,11.7,Public,Rural,Yes,No,Low,High,21,Male,Low,Secondary,1
109,0,78,3,8.0,Public,Urban,Yes,Yes,Medium,Low,17,Female,Low,Unknown,1
120,22,83,3,11.0,Public,Rural,No,No,High,Medium,17,Male,Low,Unknown,2
184,11,91,3,4.7,Public,Urban,Yes,Yes,Medium,Low,17,Male,High,Secondary,1
238,22,77,3,5.6,Public,Urban,No,No,Medium,High,18,Male,High,Tertiary,2
158,32,83,2,6.0,Private,Rural,No,No,Low,High,18,Female,Medium,Primary,4
191,8,54,2,10.9,Public,Urban,Yes,No,Low,Medium,16,Male,Medium,Secondary,1
231,10,90,3,0.0,Public,Urban,Yes,No,Low,Medium,22,Female,High,Tertiary,1
141,19,79,3,7.9,Public,Rural,Yes,No,Medium,Low,19,Male,High,Tertiary,4
245,36,79,5,8.0,Private,Rural,No,Yes,Medium,Medium,18,Male,Medium,Tertiary,4
141,3,85,3,14.2,Public,Urban,Yes,Yes,Low,Low,15,Female,Medium,Secondary,1
225,28,99,2,9.9,Private,Urban,Yes,Yes,Medium,Low,16,Male,Low,Tertiary,1
122,21,77,1,10.0,Public,Urban,No,No,Medium,Low,15,Female,Low,Primary,1
289,10,83,5,12.8,Private,Rural,Yes,No,High,High,17,Male,Low,Unknown,2
192,28,87,2,11.3,Private,Urban,No,Yes,High,Low,15,Female,Medium,Secondary,3
170,27,71,3,10.9,Private,Urban,Yes,No,Medium,Low,18,Male,Medium,Tertiary,2
184,18,79,2,9.6,Public,Urban,No,Yes,Medium,Medium,15,Male,Low,Tertiary,2
246,37,100,4,18.2,Public,Urban,Yes,Yes,High,High,17,Male,High,Tertiary,4
197,32,86,3,10.4,Public,Rural,No,No,Low,High,21,Male,Medium,Tertiary,3
150,19,65,2,12.2,Public,Rural,No,Yes,Medium,Low,17,Male,Low,Primary,1
117,11,64,1,10.7,Public,Rural,No,Yes,Low,Medium,18,Male,Medium,Secondary,3
187,12,87,3,4.6,Public,Urban,Yes,Yes,Medium,High,16,Female,Low,Primary,1
129,15,90,2,0.0,Public,Rural,Yes,Yes,Low,High,19,Male,High,Secondary,1
109,19,65,3,7.2,Public,Urban,No,Yes,Low,High,20,Female,Low,Unknown,1
148,14,87,3,16.6,Private,Urban,No,Yes,Low,Low,16,Male,Low,Secondary,1
157,0,96,2,11.9,Public,Rural,Yes,Yes,Low,Medium,21,Female,Medium,Tertiary,1
132,28,100,2,7.4,Private,Urban,Yes,Yes,High,Medium,19,Male,Low,Secondary,2
139,18,85,2,7.9,Public,Urban,Yes,Yes,High,High,20,Male,Low,Unknown,1
141,13,87,2,5.3,Public,Rural,Yes,No,Medium,Low,22,Male,Medium,Unknown,1
193,29,65,2,10.3,Public,Urban,Yes,No,High,Medium,22,Male,Medium,Primary,3
122,29,100,2,12.4,Public,Urban,No,Yes,Medium,Medium,18,Male,High,Tertiary,2
215,0,81,2,0.6,Public,Rural,Yes,No,Medium,Medium,18,Female,High,Tertiary,1
123,19,72,3,10.2,Public,Urban,Yes,Yes,Medium,Medium,18,Female,High,Tertiary,2
107,1,78,2,15.9,Public,Urban,No,No,Low,Low,17,Male,Low,Unknown,1
247,30,100,2,1.7,Private,Urban,Yes,No,High,High,16,Female,High,Primary,3
129,17,100,2,18.1,Public,Urban,Yes,No,Low,Medium,19,Female,Low,Secondary,1
218,29,88,3,20.0,Public,Rural,Yes,No,High,High,21,Male,Medium,Tertiary,1
189,16,95,3,5.9,Public,Rural,Yes,Yes,Medium,Medium,16,Female,High,Secondary,1
157,1,84,3,5.5,Public,Urban,No,Yes,Low,High,22,Female,Low,Secondary,1
175,16,75,3,7.9,Public,Rural,No,Yes,High,Low,19,Male,Low,Unknown,2
127,19,95,3,17.2,Private,Urban,No,Yes,High,Low,22,Female,Medium,Tertiary,2
185,30,79,3,10.2,Private,Rural,Yes,Yes,High,High,22,Male,Low,Unknown,3
106,3,95,1,12.1,Public,Urban,Yes,Yes,Medium,Medium,15,Male,Medium,Primary,1
187,30,97,2,12.6,Public,Urban,No,Yes,Medium,Low,16,Female,Low,Secondary,2
122,9,87,1,3.3,Public,Urban,No,No,Low,High,15,Female,High,Secondary,1
159,22,100,4,15.5,Public,Urban,No,Yes,Low,High,21,Female,Medium,Unknown,2
114,10,100,4,9.0,Private,Urban,No,Yes,Low,High,18,Male,Medium,Primary,1
104,15,78,3,4.6,Public,Rural,No,Yes,Low,Low,21,Male,Medium,Tertiary,1
212,31,79,4,7.6,Public,Rural,No,Yes,Medium,Low,17,Male,High,Tertiary,2
245,14,71,3,2.9,Public,Urban,Yes,No,Medium,Medium,17,Male,Medium,Primary,1
106,8,100,2,7.8,Private,Urban,Yes,Yes,Low,Medium,22,Female,Low,Primary,1
131,18,77,1,8.3,Public,Rural,No,No,Low,High,22,Male,Medium,Secondary,1
114,36,91,2,8.8,Public,Rural,Yes,No,Medium,High,20,Female,High,Secondary,5
220,16,80,2,6.4,Public,Rural,Yes,Yes,Low,High,16,Male,High,Tertiary,1
103,32,94,2,12.7,Public,Urban,No,No,Low,Low,15,Male,Low,Unknown,2
225,40,81,3,16.1,Public,Rural,Yes,Yes,Medium,High,15,Female,High,Secondary,2
122,14,70,4,5.7,Public,Rural,No,Yes,Low,High,22,Female,Medium,Unknown,1
190,18,83,3,3.9,Public,Rural,No,Yes,High,Low,19,Female,High,Tertiary,2
176,13,79,3,8.7,Public,Urban,No,Yes,Medium,Low,21,Male,Low,Secondary,1
215,22,93,2,12.3,Public,Urban,Yes,Yes,Medium,High,16,Female,Low,Unknown,4
167,6,83,4,18.0,Public,Rural,Yes,Yes,Low,Low,22,Male,Low,Secondary,1
130,15,87,2,10.0,Public,Rural,No,Yes,Low,High,16,Male,Medium,Tertiary,1
274,40,88,3,15.8,Private,Urban,Yes,Yes,High,Low,15,Female,High,Secondary,3
275,22,84,3,16.5,Public,Rural,No,Yes,High,Medium,20,Male,High,Tertiary,1
196,19,80,2,9.9,Public,Rural,Yes,No,Medium,High,20,Female,Medium,Secondary,2
211,7,100,3,13.5,Private,Urban,Yes,No,Medium,High,15,Male,Medium,Tertiary,1
153,21,85,1,8.4,Public,Urban,Yes,Yes,Low,Medium,20,Male,Low,Secondary,1
198,24,67,1,10.5,Public,Urban,Yes,Yes,Medium,High,22,Male,High,Tertiary,1
245,26,84,3,12.3,Public,Urban,Yes,Yes,Low,High,17,Female,Low,Primary,2
238,23,89,4,18.0,Public,Rural,Yes,Yes,Low,High,16,Male,High,Secondary,1
157,16,100,3,14.5,Private,Urban,Yes,No,Medium,Medium,22,Female,Low,Primary,1
141,21,92,2,14.5,Public,Rural,No,No,Low,Medium,17,Female,Low,Primary,2
152,17,74,1,16.5,Public,Rural,No,Yes,Medium,Medium,18,Male,Low,Unknown,2
155,21,100,3,11.9,Public,Rural,No,Yes,High,Medium,18,Male,Low,Primary,1
150,20,82,2,16.1,Public,Urban,No,Yes,Low,High,21,Male,High,Tertiary,3
214,33,99,3,10.4,Private,Urban,No,Yes,Low,High,15,Female,Medium,Tertiary,2
104,20,69,2,9.5,Public,Rural,No,Yes,Low,High,22,Female,Low,Unknown,1
153,20,60,3,14.4,Public,Rural,No,Yes,Low,Low,19,Female,High,Secondary,2
211,36,73,3,7.4,Public,Urban,Yes,Yes,Medium,Medium,15,Female,High,Tertiary,3
194,25,55,3,16.7,Public,Urban,Yes,Yes,Medium,Low,16,Female,High,Tertiary,3
135,28,100,2,16.1,Public,Urban,No,No,Medium,Medium,15,Male,Low,Unknown,2
175,25,86,2,10.6,Public,Rural,No,Yes,Medium,Medium,22,Male,Low,Unknown,1
236,8,79,2,5.8,Public,Urban,No,No,Low,High,22,Male,Medium,Secondary,2
160,30,88,1,5.7,Private,Urban,Yes,Yes,Medium,Low,17,Female,Low,Unknown,4
142,18,84,2,2.1,Public,Urban,Yes,Yes,High,Low,15,Male,Low,Primary,1
162,18,89,4,12.0,Public,Rural,Yes,Yes,Low,High,17,Female,High,Tertiary,2
197,24,97,3,10.4,Public,Urban,Yes,Yes,Medium,High,18,Male,High,Unknown,4
103,11,77,2,16.0,Public,Rural,Yes,Yes,Medium,Low,21,Male,High,Primary,1
144,19,74,2,16.7,Public,Rural,No,No,Medium,Low,20,Male,Medium,Secondary,2
227,19,95,4,8.2,Private,Rural,Yes,No,Medium,Low,17,Female,Low,Secondary,3
211,34,94,3,13.6,Private,Urban,Yes,Yes,High,High,20,Male,Low,Primary,4
233,23,89,4,3.0,Public,Rural,No,Yes,Medium,Medium,16,Male,Medium,Tertiary,2
138,13,100,1,17.9,Public,Rural,Yes,No,Low,Medium,15,Female,Medium,Secondary,1
116,6,77,1,8.1,Public,Rural,No,Yes,Medium,Medium,22,Female,Medium,Primary,1
190,23,77,2,15.0,Public,Urban,No,Yes,High,Medium,16,Female,Medium,Primary,2
145,19,86,1,14.5,Public,Urban,Yes,No,Medium,Low,22,Female,High,Primary,3
138,20,76,1,7.6,Public,Rural,Yes,No,High,Medium,17,Male,High,Tertiary,1
287,20,96,3,12.2,Public,Rural,Yes,Yes,Medium,High,17,Female,High,Secondary,1
103,0,72,1,13.4,Public,Urban,Yes,Yes,Low,High,17,Female,Low,Primary,1
172,25,80,1,14.2,Public,Rural,Yes,Yes,Medium,High,17,Female,High,Tertiary,1
186,34,100,4,0.7,Public,Rural,Yes,Yes,Low,Medium,17,Female,High,Secondary,2
273,18,87,2,12.1,Private,Urban,Yes,No,High,Low,15,Female,Medium,Tertiary,1
230,39,80,3,9.1,Private,Rural,Yes,No,Low,Low,19,Male,Medium,Secondary,3
139,19,93,2,11.4,Private,Urban,Yes,No,Medium,Medium,16,Female,Low,Primary,1
142,17,72,4,9.2,Public,Rural,Yes,No,Medium,Low,18,Female,High,Secondary,1
187,17,79,4,13.0,Public,Rural,No,Yes,Medium,Low,21,Male,Low,Unknown,1
189,8,91,2,10.9,Public,Rural,No,No,Low,Low,18,Male,Medium,Primary,1
176,29,93,2,8.0,Private,Urban,No,No,High,High,21,Male,Medium,Primary,1
167,12,95,4,14.5,Public,Rural,No,No,Medium,Low,16,Female,High,Tertiary,1
193,14,78,1,4.2,Public,Urban,No,Yes,Medium,Low,15,Male,Medium,Tertiary,1
135,25,87,2,4.3,Public,Rural,No,No,Medium,High,16,Female,Medium,Secondary,2
185,3,81,2,6.8,Private,Rural,No,No,Medium,Medium,22,Male,Medium,Secondary,3
148,4,77,2,9.9,Private,Urban,Yes,No,Low,Low,22,Male,Low,Unknown,1
220,23,99,3,20.0,Public,Urban,No,Yes,Low,High,17,Male,High,Tertiary,2
194,24,80,3,7.6,Private,Urban,Yes,Yes,High,Low,19,Male,Medium,Tertiary,1
157,23,86,3,12.2,Public,Urban,No,Yes,Low,High,22,Female,Low,Primary,3
152,15,84,2,11.5,Public,Rural,Yes,No,Medium,Medium,16,Male,Medium,Primary,1
222,40,77,3,19.2,Private,Rural,Yes,Yes,Low,Low,20,Female,High,Primary,4
136,14,91,2,7.9,Public,Rural,No,Yes,Medium,Medium,21,Male,Medium,Tertiary,1
116,13,86,2,18.0,Public,Urban,Yes,No,Low,Medium,21,Male,Medium,Secondary,2
176,13,66,3,9.4,Private,Urban,Yes,Yes,Medium,Medium,15,Female,Medium,Primary,2
144,18,85,2,5.7,Public,Rural,No,Yes,Medium,High,17,Female,Medium,Secondary,3
235,30,81,2,11.7,Private,Rural,No,Yes,Medium,Low,16,Female,Medium,Secondary,1
151,29,93,2,4.0,Public,Rural,Yes,Yes,Medium,Low,21,Female,High,Secondary,3
143,4,69,2,14.1,Public,Rural,Yes,No,Medium,High,16,Male,High,Secondary,1
243,23,85,3,6.2,Public,Urban,No,Yes,Medium,Medium,22,Male,Low,Primary,3
233,29,91,4,16.0,Private,Rural,Yes,Yes,Low,Medium,17,Male,Medium,Tertiary,1
154,23,84,2,4.9,Public,Rural,Yes,Yes,Low,Low,15,Female,Medium,Tertiary,2
141,17,89,2,5.9,Public,Rural,Yes,Yes,Medium,Medium,19,Female,Medium,Tertiary,1
168,24,70,3,7.7,Public,Urban,Yes,Yes,High,Medium,19,Female,Medium,Primary,2
109,7,96,2,12.7,Public,Urban,Yes,Yes,Medium,Low,17,Female,Medium,Primary,1
159,32,88,2,17.3,Public,Rural,No,Yes,Medium,Low,18,Male,Medium,Secondary,2
120,24,94,3,12.6,Public,Urban,Yes,Yes,Medium,Medium,22,Female,Low,Primary,1
227,12,96,3,3.7,Public,Rural,Yes,Yes,High,Low,15,Female,Medium,Secondary,1
177,10,84,3,9.3,Public,Rural,No,Yes,High,Medium,18,Female,Medium,Tertiary,1
220,14,75,2,17.4,Public,Urban,No,Yes,Medium,Medium,20,Male,Medium,Tertiary,1
216,29,82,5,15.3,Public,Rural,No,Yes,Low,Low,21,Male,High,Tertiary,2
156,6,98,2,3.8,Private,Rural,No,Yes,Low,Medium,22,Female,Low,Secondary,1
239,22,100,1,6.8,Public,Urban,No,Yes,Low,Medium,18,Female,Low,Primary,2
162,23,78,3,16.4,Public,Rural,Yes,No,High,High,18,Female,Medium,Primary,4
149,17,56,2,19.3,Public,Rural,Yes,Yes,Medium,High,15,Male,Medium,Primary,2
263,29,88,3,12.2,Private,Urban,No,No,Medium,High,21,Female,Medium,Primary,1
161,9,81,2,19.6,Public,Rural,Yes,Yes,High,Low,18,Male,Low,Secondary,1
148,23,80,4,11.1,Private,Urban,Yes,Yes,High,High,17,Female,Medium,Secondary,2
109,9,85,2,0.0,Private,Rural,No,Yes,Medium,High,22,Male,Low,Secondary,1
156,15,91,3,18.3,Public,Urban,No,No,Low,Medium,16,Female,High,Tertiary,1
157,20,93,3,11.1,Public,Urban,No,Yes,Low,Medium,21,Male,Low,Primary,1
191,22,90,3,3.1,Public,Rural,Yes,No,Low,Low,21,Female,Medium,Tertiary,1
155,18,66,4,6.4,Public,Urban,No,Yes,Medium,Low,17,Female,Low,Unknown,1
119,8,78,2,11.3,Public,Urban,No,Yes,Low,Medium,16,Female,Low,Unknown,1
124,13,100,1,11.3,Private,Rural,No,Yes,Low,Medium,19,Male,Medium,Secondary,1
120,15,84,3,16.5,Public,Urban,Yes,No,Medium,Low,18,Male,Medium,Tertiary,2
169,7,87,3,11.4,Public,Rural,Yes,No,Low,Low,19,Female,Low,Primary,1
118,11,84,2,9.3,Public,Rural,No,Yes,Medium,Medium,21,Male,Medium,Unknown,1
164,22,88,3,4.4,Public,Urban,Yes,No,Medium,Medium,19,Male,Low,Secondary,4
141,5,60,2,13.5,Public,Urban,No,Yes,Medium,Medium,21,Male,High,Secondary,1
139,27,80,2,11.3,Public,Rural,Yes,Yes,High,Medium,22,Female,Medium,Secondary,3
244,37,88,3,14.1,Public,Urban,No,Yes,Medium,Medium,15,Male,Medium,Primary,3
154,7,95,2,9.1,Public,Rural,No,Yes,Low,Low,18,Male,High,Tertiary,2
243,38,89,4,5.2,Public,Urban,Yes,No,Low,Medium,22,Male,High,Tertiary,4
220,22,72,1,6.3,Private,Urban,Yes,Yes,Medium,Medium,19,Female,High,Unknown,4
186,24,89,5,15.8,Public,Urban,No,No,High,High,16,Male,High,Unknown,2
176,15,77,3,9.2,Private,Rural,No,No,High,Low,16,Female,High,Secondary,1
172,28,73,1,13.5,Public,Rural,No,Yes,High,Low,20,Female,Low,Unknown,2
251,30,81,3,4.0,Public,Rural,Yes,No,Medium,Medium,15,Male,Low,Tertiary,3
106,7,85,2,11.5,Public,Rural,No,Yes,Medium,Medium,19,Female,Medium,Primary,1
141,6,94,3,18.1,Public,Urban,Yes,Yes,Medium,Medium,19,Female,Low,Primary,1
119,2,85,1,11.7,Public,Urban,Yes,No,Medium,Low,19,Female,Low,Unknown,1
126,17,87,2,8.2,Private,Urban,No,No,Low,Medium,20,Female,Medium,Tertiary,1
235,30,93,3,8.1,Public,Urban,Yes,No,Low,Low,20,Male,Medium,Primary,2
168,25,85,2,12.7,Public,Urban,No,No,Medium,Medium,15,Male,High,Tertiary,4
170,18,91,2,13.0,Public,Rural,Yes,No,Low,Low,18,Female,Medium,Tertiary,2
135,6,59,3,15.5,Public,Rural,Yes,Yes,High,High,22,Female,High,Tertiary,1
203,16,87,1,11.7,Public,Rural,Yes,No,High,High,22,Female,High,Secondary,1
168,30,74,3,14.4,Public,Urban,No,No,Medium,High,19,Male,Medium,Primary,4
203,18,97,3,4.7,Public,Urban,Yes,No,Low,High,20,Female,Medium,Primary,1
172,21,83,2,14.6,Public,Urban,No,Yes,Medium,Low,19,Female,Low,Primary,2
223,14,88,3,8.8,Public,Rural,Yes,Yes,Medium,Medium,17,Female,High,Tertiary,1
117,18,66,3,10.3,Public,Urban,No,Yes,Low,Low,16,Female,Medium,Unknown,1
218,19,97,2,4.7,Public,Urban,Yes,Yes,Medium,Low,20,Male,Medium,Secondary,2
116,24,87,2,5.0,Public,Rural,Yes,No,High,Low,18,Female,Low,Unknown,2
174,27,90,2,6.4,Private,Urban,Yes,No,Medium,Medium,18,Female,Medium,Secondary,2
216,19,79,4,7.7,Public,Rural,No,No,Medium,Medium,18,Male,High,Tertiary,2
131,15,74,3,15.8,Public,Urban,Yes,Yes,Low,High,19,Female,Medium,Primary,1
114,10,83,1,16.1,Public,Urban,No,Yes,Medium,Medium,17,Female,Medium,Secondary,2
284,16,85,4,13.1,Private,Rural,No,No,High,Medium,18,Male,High,Tertiary,2
182,12,89,3,6.1,Private,Rural,Yes,Yes,High,Medium,15,Male,Low,Secondary,1
119,17,60,4,10.2,Public,Rural,Yes,Yes,Low,High,21,Female,Low,Tertiary,1
248,29,84,3,4.7,Public,Urban,No,Yes,High,High,15,Female,High,Tertiary,2
109,16,97,2,5.6,Public,Urban,Yes,No,Low,Low,20,Male,Medium,Tertiary,1
231,22,92,4,13.1,Public,Urban,Yes,No,Medium,Low,16,Female,Medium,Unknown,3
185,29,87,3,9.7,Public,Rural,No,No,High,Low,17,Female,High,Primary,1
145,18,100,4,10.4,Public,Urban,Yes,Yes,Medium,Medium,18,Female,Medium,Tertiary,2
227,30,65,4,11.1,Public,Urban,Yes,Yes,Medium,Medium,17,Female,Low,Primary,3
138,1,74,2,13.1,Public,Rural,Yes,Yes,Low,Medium,15,Female,Low,Unknown,1
181,0,81,1,3.9,Public,Rural,Yes,No,Low,Medium,20,Male,High,Secondary,1
153,20,91,2,9.9,Public,Urban,No,Yes,High,Medium,18,Male,Low,Primary,1
133,3,90,1,10.4,Public,Urban,Yes,Yes,Medium,High,19,Male,Low,Unknown,1
117,13,73,2,14.7,Public,Urban,Yes,No,Medium,Medium,15,Male,Low,Unknown,1
208,20,96,4,6.2,Private,Urban,Yes,No,Low,Medium,16,Male,Medium,Unknown,3
171,34,80,2,15.2,Public,Urban,Yes,Yes,High,Low,18,Male,Low,Secondary,3
134,20,93,3,8.1,Public,Urban,No,Yes,Low,Medium,21,Male,Medium,Tertiary,1
113,16,71,2,8.2,Public,Rural,No,Yes,Low,Medium,16,Male,Low,Unknown,1
103,21,79,2,12.9,Public,Urban,No,Yes,Medium,High,20,Female,Medium,Primary,1
163,22,79,3,8.5,Public,Urban,Yes,Yes,Medium,Medium,22,Male,Low,Secondary,1
175,16,94,3,9.0,Public,Urban,Yes,Yes,Low,Medium,17,Male,High,Unknown,1
213,33,82,3,9.8,Private,Urban,No,No,Low,Medium,16,Female,Low,Secondary,2
122,5,81,2,10.5,Private,Urban,No,Yes,Medium,Low,21,Male,High,Secondary,1
237,28,93,2,9.0,Private,Urban,Yes,Yes,Medium,Medium,16,Female,Low,Secondary,3
214,9,92,2,8.9,Private,Urban,No,Yes,Low,Low,21,Female,Medium,Secondary,1
100,15,88,4,10.5,Public,Urban,No,No,Low,Low,21,Male,Medium,Tertiary,1
194,23,88,4,15.4,Private,Rural,No,Yes,Low,Low,19,Female,Medium,Primary,2
104,29,76,1,11.5,Public,Urban,Yes,Yes,Medium,Medium,16,Male,Low,Unknown,3
141,3,79,1,9.0,Private,Urban,Yes,No,High,High,19,Female,Medium,Secondary,1
111,9,81,2,10.2,Public,Rural,No,Yes,Low,Medium,16,Male,Low,Tertiary,1
165,26,86,3,5.2,Private,Urban,Yes,Yes,High,Low,19,Female,Low,Unknown,1
193,24,84,2,6.6,Public,Rural,Yes,Yes,Low,Low,15,Male,Low,Unknown,5
116,16,81,3,15.1,Public,Urban,No,Yes,Low,Low,19,Male,Medium,Tertiary,3
240,16,74,3,10.1,Public,Urban,Yes,Yes,High,Medium,15,Male,Medium,Secondary,1
133,11,88,2,12.0,Public,Urban,Yes,No,Medium,Low,15,Female,Medium,Secondary,1
237,36,90,4,9.3,Public,Urban,Yes,No,Medium,Medium,20,Female,Low,Primary,3
150,17,92,2,10.3,Private,Urban,Yes,No,Low,Low,18,Male,Medium,Primary,1
243,29,89,3,6.1,Public,Urban,Yes,No,High,Medium,15,Male,Low,Tertiary,2
169,18,67,3,9.1,Private,Urban,Yes,Yes,High,Medium,18,Male,High,Secondary,1
131,5,78,2,4.2,Private,Rural,No,No,High,Medium,19,Female,Low,Primary,1
221,32,85,5,8.2,Public,Rural,Yes,Yes,Medium,Medium,20,Female,High,Tertiary,2
150,22,90,3,14.5,Public,Urban,Yes,Yes,Medium,Low,17,Male,Low,Unknown,1
211,40,67,3,12.0,Public,Urban,Yes,Yes,High,Low,22,Male,Medium,Primary,3
116,6,81,2,7.5,Public,Rural,No,No,Medium,Low,18,Female,Low,Primary,2
165,26,89,3,18.3,Public,Rural,No,No,High,Low,20,Male,Medium,Tertiary,3
238,13,82,3,16.2,Public,Rural,No,No,High,Low,17,Female,Medium,Tertiary,2
151,19,84,3,10.2,Public,Rural,Yes,No,Medium,Low,22,Male,Medium,Secondary,1
204,31,80,2,4.8,Public,Urban,Yes,No,Medium,Medium,20,Female,Medium,Secondary,3
108,0,73,3,4.0,Public,Rural,No,No,Medium,Medium,19,Female,Low,Primary,1
218,21,83,3,10.6,Public,Rural,No,Yes,High,Low,18,Male,Low,Secondary,1
237,20,81,5,3.9,Private,Urban,Yes,No,Medium,Low,21,Male,High,Secondary,1
158,12,90,5,9.8,Public,Rural,Yes,Yes,Low,Medium,22,Female,Medium,Primary,1
167,22,77,3,17.9,Public,Urban,Yes,No,Low,Medium,19,Female,High,Secondary,1
239,35,80,3,9.3,Public,Rural,No,Yes,High,Medium,17,Male,Low,Secondary,2
134,15,99,1,13.6,Private,Urban,Yes,No,Medium,Low,19,Male,Low,Secondary,2
243,27,98,4,4.5,Public,Rural,Yes,Yes,Low,Medium,17,Male,Medium,Secondary,3
176,21,67,3,10.1,Public,Rural,No,Yes,Low,Low,15,Female,Medium,Unknown,2
177,20,77,3,16.5,Public,Rural,No,Yes,Medium,Medium,17,Male,Low,Secondary,3
255,16,92,5,16.8,Private,Urban,No,Yes,Medium,High,17,Male,Medium,Secondary,2
198,32,89,2,9.8,Private,Urban,No,Yes,Low,Medium,15,Female,Low,Primary,3
101,16,66,1,20.0,Public,Rural,Yes,Yes,High,Low,18,Female,High,Primary,2
251,30,100,3,11.8,Private,Urban,No,Yes,Medium,High,16,Female,Medium,Secondary,2
142,10,90,3,9.2,Public,Rural,Yes,No,Medium,High,18,Male,Low,Primary,1
121,11,86,3,16.0,Public,Urban,Yes,No,High,Low,16,Male,Medium,Unknown,2
154,16,96,2,5.1,Public,Rural,No,Yes,Low,Low,15,Male,Low,Primary,3
159,4,88,3,4.1,Public,Urban,Yes,Yes,Medium,Medium,18,Female,Low,Tertiary,1
187,5,89,1,15.0,Private,Rural,No,Yes,Medium,Medium,19,Female,Medium,Secondary,1
138,11,97,1,11.9,Private,Urban,No,No,High,Medium,20,Female,Medium,Secondary,1
